track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1,1130efd4-01cf-42ed-a9a6-eb4b97ab2edb,Plan B,,United States,,,,,,False,,,,,,,,,,,,,,,,,
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1,252314c9-1eb6-488d-812e-19a7a6cff38d,Plan B,,,,,,,,False,,,,,,,,,,,,,,,,,
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1,b4e6c3bb-1047-4c92-ac4f-863b8c4854e6,Plan B,,,,,,,,False,,,,,,,,,,,,,,,,,
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1,abf08d05-b6c8-4268-b0a6-6a8a28d31aa4,Plan B,,,,,,,,False,,,,,,,,,,,,,,,,,
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286.0,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,4743,113989.94012228548,1,3d724728-81e6-4c10-acb9-b867f9e41d45,Plan B,,,,,,,,False,,,,,,,,,,,,,,,,,
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735.0,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,37,1548992.837837838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ditto,NewJeans,1,2022,12,19,1154,22,397582059.0,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,208,1911452.2067307688,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056.0,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,14148,104545.87616624258,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632.0,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,43,2017991.441860465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727.0,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28,75,1783383.0266666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12,65,1894216.553846154,1,bf24ca37-25f4-4e34-9aec-460b94364cfc,Shakira,Shakira,Colombia,Colombia; Spain,rock; pop; alternative; electropop; dance-pop; pop rock; latin pop; latin; colombian; merengue; classic pop and rock; barranquilla; atlantico,pop; latin; female vocalists; spanish; rock; Shakira; dance; singer-songwriter; sexy; Colombia; seen live; electronic; hot; legend; latin pop; amazing; experimental; hips; colombian; talented; beautiful; poet; catchy; Talented Ladies; 00s; 90s; acoustic; amazing voice; female; pop rock; latino; synth; Eighth Wonder Of The World; diva; Fierce; female vocalist; awesome vocal; Fusion; Love; wow; cantautor; grammy winner; andean; fun; yes; latina; amazing lyrics; genius; goddess; moves me inexplicably; alternative; Rock en Espanol; Latin Rock; favorites; español; world; Pop Latino; Espanol; english; musica latina; columbian; Pop-Rock; powerful; political,2346168.0,69004922.0,False,,,,,,,,,,,,,,,,,
Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076.0,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12,65,1894216.553846154,1,726cb350-d775-4e07-b006-898555f24b0d,Shakira,,Germany,Colombia; Spain,,,,,False,,,,,,,,,,,,,,,,,
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958.0,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,233,1989549.175965665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040.0,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4,61,1057918.68852459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-Class,Stray Kids,1,2023,6,2,290,19,65496046.0,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,43,1523163.8604651163,2,142b343d-bf5a-428c-a64f-6d1a7566bbe9,Stray Kids,STRAY KIDS,South Korea,,,,28917.0,4070622.0,False,,,,,,,,,,,,,,,,,
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963.0,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4,50,1372339.26,34,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,United States,United States,pop; country; electropop; female vocals; dance-pop; pop rock; country pop; contemporary country; teen pop; top 40; country-pop; taylor-swift; singer/songwriter; fixme label mess; hp,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely,2203262.0,171760219.0,False,,,,,,,,,,,,,,,,,
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990.0,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4,107,1508981.214953271,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975.0,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,43,1630394.7674418604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496.0,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49,120,945912.4666666668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133.0,8,60,4,1,109,129,G#,Major,70,42,43,78,0,11,3,63,1427510.0476190476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139.0,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9,289,245699.4429065744,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589.0,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13,43,1012153.2325581396,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOWER,JISOO,1,2023,3,31,839,18,232896922.0,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,106,2197140.773584905,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685.0,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,43,863411.2790697674,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,114,1715584.4122807018,9,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,Ed Sheeran,United Kingdom,United Kingdom,pop; guitarist; folk; uk; singer; dance-pop; pop rap; folk pop; rapper; pop soul; singer/songwriter; ed sheeran does not make sillyname tracks ಠ_ಠ,acoustic; british; singer-songwriter; easy-listening; Grime; pop; seen live; male vocalists; indie; folk; alternative; Ed Sheeran; Hip-Hop; rock; UK; soul; indie pop; indie folk; english; england; overrated; pop rock; male vocalist; folk pop; Love; guitar; rap; cute; folk rock; suffolk; chillout; Mellow; 00s; Acoustic Rock; 10s; ed; fucking AMAZINGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGg; Soundtrack; easy listening; romantic; amazing; Alternative Folk; love at first listen; want to see live; All; ginger,1620379.0,85083256.0,False,,,,,,,,,,,,,,,,,
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623.0,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,114,1715584.4122807018,9,3bca1168-e7c6-4beb-9af9-db9dc674b1fa,Ed Sheeran,,United Kingdom,United Kingdom,wrong-one,,,,False,,,,,,,,,,,,,,,,,
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353.0,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,276,1928754.902173913,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192.0,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,227,2370551.5066079297,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772.0,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6,50,922855.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314.0,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,225,1782383.6177777778,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613.0,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4,102,1245358.950980392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710.0,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6,225,1533474.2666666666,8,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Feid,Colombia,,reggaeton; latin urban,,12161.0,75471.0,False,,,,,,,,,,,,,,,,,
Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651.0,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13,226,1274786.0663716814,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538.0,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3,50,1207010.76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Players,Coi Leray,1,2022,11,30,4096,6,335074782.0,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16,227,1476100.3612334805,1,e1115c6a-6705-4d17-bbf2-0efd2ef1bbb2,Coi Leray,Coi Leray,,,,,2272.0,13691.0,False,,,,,,,,,,,,,,,,,
Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396.0,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14,54,1421618.4444444445,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667.0,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3,50,921313.34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Normal,Feid,1,2022,7,8,2461,36,459276435.0,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12,372,1234614.072580645,8,eaee97f6-f2e4-414a-966c-f31a1fb4696a,Feid,Feid,Colombia,,reggaeton; latin urban,,12161.0,75471.0,False,,,,,,,,,,,,,,,,,
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245.0,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13,43,922470.8139534884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666.0,7,29,51,1,29,154,F#,Major,63,75,92,31,0,91,5,136,1018512.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,381,2159144.1391076115,3,ca9766a0-1c30-43e6-a213-bac1334efc4a,Steve Lacy,Steve Lacy,United States,United States,jazz; post-bop; vocal jazz; avant-garde jazz; free jazz; jazz and blues; free improvisation,free jazz; jazz; saxophone; Avant-Garde Jazz; soprano sax; Avant-Garde; american; Steve Lacy; Post-Bop; sax; rnb; avant-jazz; soul; Hard Bop; jazz saxophone; saxophonist; free-jazz; free improvisation; ESP-Disk; experimental; funk; contemporary jazz; soprano saxophone; improv; improvisation; lesser known yet streamable artists; check out; Neo-Soul; All; jazz sax; Avantgarde Jazz; saxo; soprano saxophonists; seen live; chill; 70s; 80s; new york; Contemporary; abstract; jazz fusion; 90s; bebop; avant garde; unique; Favorite Artists; lofi; electroacoustic; investigate; Recommended; experimental jazz; 00s; interessant; improvisational; Virtuoso; thinking; ofwgkta; tzadik; the internet; jazz instrumental; great jazz musicians; multiple artists; soprano; The best of the best; radical jewish culture; master; ed blackwell; spotify; NWW list; Nice mix; impressionistic; avant garde jazz; clean feed; Avant Jazz; Saravah; cecil taylor; Jazzapedia; gammarec; robertitus global; w1k2 jazz; Radio Unlucido; music genius; RNB SOUL; rex ferric faves; Third Ear; new york city NY; Leo; impropozycja; 3ucho; sweet track; Jazz I like; soprano saxophonist; Lend me your ear; jazz legends; gumfuck; poszukac-jazz; liszaj radio; scott lafaro; jazz saxophonist; snazz,117543.0,1468868.0,False,,,,,,,,,,,,,,,,,
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917.0,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4,381,2159144.1391076115,3,b29020d6-5dbf-4c99-b16f-c009f8a712ff,Steve Lacy,,United States,,,,,,False,,,,,,,,,,,,,,,,,
CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742.0,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14,351,1697722.9116809117,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779.0,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8,40,1299644.475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987.0,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23,58,999068.7413793104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040.0,29,26,43,5,44,91,G,Major,82,47,62,10,0,10,15,85,1353059.294117647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4,9fff2f8a-21e6-47de-a2b8-7f449929d43f,Drake,Drake,Canada,Canada,hip hop; pop rap; rapper; contemporary r&b; alternative r&b; trap rap; rap us; hardcore hip; cotm candidate,Hip-Hop; rap; rnb; hip hop; Canadian; Drake; seen live; r&b; pop; young money; male vocalists; canada; indie; toronto; drizzy; pop rap; Lil Wayne; soul; sexy; alternative rap; Degrassi; hiphop; Kanye West; alternative hip-hop; Hip Hop/Rap; contemporary rnb; alternative rnb; urban; lyrical; swag; trey songz; chill; 00s; 10s; YMCMB,3379644.0,140245379.0,False,,,,,,,,,,,,,,,,,
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4,131f2976-f781-48df-9aab-71531b4fa0b4,Drake,,Chile,,,,,,False,,,,,,,,,,,,,,,,,
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4,b49b81cc-d5b7-4bdd-aadb-385df8de69a6,Drake,,Poland,Canada,not that drake,,,,False,,,,,,,,,,,,,,,,,
Search & Rescue,Drake,1,2023,4,7,2066,6,175097833.0,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7,99,1768664.9797979798,4,7cf5af7a-afa0-4dca-9473-a13508c64e9d,Drake,,,Canada,trust issues,,,,False,,,,,,,,,,,,,,,,,
AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066.0,34,2,33,0,1,126,C#,Major,78,20,70,1,0,16,4,57,1001562.5614035088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797.0,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8,267,1829164.0337078653,34,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,United States,United States,pop; country; electropop; female vocals; dance-pop; pop rock; country pop; contemporary country; teen pop; top 40; country-pop; taylor-swift; singer/songwriter; fixme label mess; hp,country; pop; female vocalists; singer-songwriter; acoustic; taylor swift; country pop; american; seen live; female; pop rock; female vocalist; Love; 00s; contemporary country; USA; beautiful; folk; pop country; modern country; guilty pleasure; rock; amazing; taylor; world; chill; chillout; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; teen pop; <3; cute; Awesome; sweet; synthpop; Favorite; Female country; legend; talented; love story; 2000s; lovely,2203262.0,171760219.0,False,,,,,,,,,,,,,,,,,
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689.0,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8,43,761899.7441860465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053.0,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5,435,2408000.1218390805,19,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,Bad Bunny,Bad Bunny,United States,,hip hop; latin urban; latin trap,,136813.0,2292156.0,False,,,,,,,,,,,,,,,,,
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328.0,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9,169,908013.775147929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,151,1441542.6688741725,1,95bad1d4-ba1f-4060-940b-d415d66e934e,Tini,Martina Stoessel,Argentina,Argentina,latin pop; latin,Disney; violetta; martina Stoessel; espanhol; argentina,12118.0,179990.0,False,,,,,,,,,,,,,,,,,
Cupido,Tini,1,2023,2,14,1240,24,217672943.0,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22,151,1441542.6688741725,1,082c8518-165b-4a8e-8fd2-fe606953f293,Tini,,Norway,,,,,,False,,,,,,,,,,,,,,,,,
Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829.0,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3,271,1687028.889298893,1,8837b875-3689-4646-b3fd-d8b53815c7a8,Lil Uzi Vert,LIL UZI VERT,United States,,,,296260.0,10771288.0,False,,,,,,,,,,,,,,,,,
Unstoppable,Sia,1,2016,1,21,7681,13,939844851.0,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8,2732,344013.4886530015,2,2f548675-008d-4332-876c-108b0c7ab9c5,Sia,Sia,Australia,Australia,downtempo; pop; australian; electropop; indie pop; dance-pop; acid jazz; chamber pop; pop and chart; mbs-333,female vocalists; chillout; indie; trip-hop; downtempo; australian; pop; singer-songwriter; electronic; alternative; indie pop; female vocalist; seen live; sia; female; Mellow; electronica; chill; australia; beautiful; trip hop; soul; easy listening; ambient; relaxing; 00s; rock; lounge; Aussie; dance; jazz; Love; female vocals; gilbert; acoustic; electropop; six feet under; vocal; indie rock; favorites; piano; Favorite; chill out; alternative rock; sexy; soft; Adelaide; Zero 7,2124548.0,80113588.0,False,,,,,,,,,,,,,,,,,
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358.0,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4,682,1065153.017595308,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020.0,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24,253,2267324.1897233203,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,639,2200487.158059468,4,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,Adele,United Kingdom,United Kingdom,pop; jazz; singer; soul; adult contemporary; blue-eyed soul; film soundtrack; pop and chart; pop soul; blue eyed soul; adele; alternative/indie rock; adult alternative pop/rock; english singer,soul; female vocalists; british; singer-songwriter; indie; pop; Adele; jazz; acoustic; female vocalist; UK; alternative; britpop; blues; indie pop; female; chillout; 00s; beautiful voice; rnb; Neo-Soul; folk; seen live; england; london; piano; Mellow; rock; Blue-Eyed Soul; english; Love; r&b; beautiful; smooth; jazz-soul; easy listening; Sandy Leah,2856839.0,128162302.0,False,,,,,,,,,,,,,,,,,
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,639,2200487.158059468,4,95d47069-e8e4-4fc3-abf1-cde19b9aac92,Adele,,Norway,,,,,,False,,,,,,,,,,,,,,,,,
Easy On Me,Adele,1,2021,10,14,10195,20,1406111294.0,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3,639,2200487.158059468,4,1de93a63-3a9f-443a-ba8a-a43b5fe0121e,Adele,,,United Kingdom,,,,,False,,,,,,,,,,,,,,,,,
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339.0,7,2,30,1,11,108,A,Minor,84,55,47,26,0,20,64,65,1101128.2923076923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653.0,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12,43,580829.1395348837,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418.0,12,57,47,1,33,108,D,Major,67,55,67,60,0,80,5,151,963300.7814569536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568.0,81,53,"3,271",1,17,104,F,Minor,95,78,66,3,0,4,6,8596,165727.0321079572,4,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,Eminem,United States,United States,turkish; rap; american; hip-hop; hip hop; hiphop; midwest hip-hop; detroit hip-hop; pop rap; horrorcore; rapper; us; pop and chart; eminem; 8 mile; boom bap; v; comedy rap; hardcore hip hop,rap; Hip-Hop; Eminem; hip hop; pop; american; detroit; seen live; hiphop; Gangsta Rap; male vocalists; slim shady; rock; alternative; hardcore rap; 00s; 90s; USA; singer-songwriter; Shady; d12; emo; Horrorcore; Aftermath; dance; Michigan; white rap,4517997.0,199507511.0,False,,,,,,,,,,,,,,,,,
MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117.0,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11,211,1096360.7440758294,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686.0,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5,582,714660.972508591,1,5b8ec72b-9e39-4a06-a2bf-964166b92a71,Tory Lanez,Tory Lanez,Canada,Canada,tha12gaugeminx@yahoo.com dot,Hip-Hop; rnb; rap; Canadian; hip hop,211399.0,3469511.0,False,,,,,,,,,,,,,,,,,
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,400,2471289.3525,3,74922d42-c3ec-4f7d-8a24-20da6eda6ba6,Joji,,United States,,,,,,False,,,,,,,,,,,,,,,,,
Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741.0,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5,400,2471289.3525,3,fa8bf53c-89d7-4753-9e1d-e4372740dbb7,Joji,,,,,,,,False,,,,,,,,,,,,,,,,,
Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624.0,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5,72,706217.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5,71,561880.1267605633,9,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,Ed Sheeran,United Kingdom,United Kingdom,pop; guitarist; folk; uk; singer; dance-pop; pop rap; folk pop; rapper; pop soul; singer/songwriter; ed sheeran does not make sillyname tracks ಠ_ಠ,acoustic; british; singer-songwriter; easy-listening; Grime; pop; seen live; male vocalists; indie; folk; alternative; Ed Sheeran; Hip-Hop; rock; UK; soul; indie pop; indie folk; english; england; overrated; pop rock; male vocalist; folk pop; Love; guitar; rap; cute; folk rock; suffolk; chillout; Mellow; 00s; Acoustic Rock; 10s; ed; fucking AMAZINGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGg; Soundtrack; easy listening; romantic; amazing; Alternative Folk; love at first listen; want to see live; All; ginger,1620379.0,85083256.0,False,,,,,,,,,,,,,,,,,
Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489.0,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5,71,561880.1267605633,9,3bca1168-e7c6-4beb-9af9-db9dc674b1fa,Ed Sheeran,,United Kingdom,United Kingdom,wrong-one,,,,False,,,,,,,,,,,,,,,,,
