,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,A,A#,B,C#,D,D#,E,F,F#,G,G#
573,1,2022,1,28,601,0,154119539.0,28,73,64,0,0,135,0,89,89,86,16,0,8,5,0,0,0,0,0,0,0,1,0,0,0
574,1,2021,11,19,1800,0,181328253.0,43,36,46,13,4,140,0,51,66,53,60,0,11,18,0,0,0,0,0,0,0,0,0,0,1
575,1,2015,7,24,1930,0,370068639.0,3,0,28,0,1,82,1,47,44,76,8,91,9,3,0,0,0,0,0,1,0,0,0,0,0
576,1,2014,1,1,33032,0,2280566092.0,363,129,3895,0,28,79,1,78,58,45,47,0,18,3,0,0,0,0,1,0,0,0,0,0,0
577,1,2019,10,4,6332,0,563902868.0,47,116,266,0,0,88,1,31,31,63,47,27,21,12,0,0,0,0,0,0,0,1,0,0,0
578,1,2021,12,24,509,9,317622165.0,8,106,6,0,8,139,1,44,18,38,70,0,12,4,0,0,0,0,0,0,0,1,0,0,0
579,1,2019,10,4,2578,0,203680270.0,8,67,66,0,0,80,0,39,45,55,73,0,9,21,0,0,0,0,0,0,0,0,0,0,1
580,2,2022,2,4,1064,0,81350745.0,42,1,26,0,0,120,0,84,54,51,47,0,12,40,0,0,0,1,0,0,0,0,0,0,0
581,1,2019,10,4,3618,0,282883169.0,21,86,138,0,2,80,0,56,19,46,92,72,11,3,0,0,0,0,0,0,1,0,0,0,0
582,2,2022,2,4,1040,0,64787943.0,8,0,29,0,0,117,1,92,62,86,11,0,24,24,0,0,0,1,0,0,0,0,0,0,0
583,2,2019,6,19,15010,2,2484812918.0,453,50,1785,1,8,117,0,76,77,52,4,0,8,3,1,0,0,0,0,0,0,0,0,0,0
584,2,2019,5,16,4708,0,461437791.0,13,7,55,0,1,140,0,62,46,73,10,0,67,11,0,0,0,0,0,0,0,1,0,0,0
585,1,2019,12,6,13454,1,1439191367.0,246,71,519,2,5,99,1,68,57,77,2,0,10,5,0,0,0,0,0,0,0,0,0,0,1
586,2,2020,2,29,4890,20,759208783.0,52,42,100,0,0,93,1,74,59,87,3,0,8,5,0,0,0,1,0,0,0,0,0,0,0
587,1,1991,9,24,9514,0,368646862.0,45,27,1197,0,43,106,1,44,8,20,74,42,11,3,0,0,0,0,0,0,0,0,0,0,1
588,2,2022,3,11,3501,0,299634472.0,69,2,51,11,0,124,1,81,68,63,17,0,10,22,0,0,0,0,0,0,0,0,0,1,0
589,2,2022,3,4,6111,4,756907987.0,185,40,492,9,35,95,1,76,96,70,18,0,33,4,0,0,0,0,0,0,0,0,0,0,1
590,1,2022,1,21,5415,32,682475162.0,46,16,53,1,2,96,0,87,82,53,10,0,5,8,0,1,0,0,0,0,0,0,0,0,0
591,1,2021,11,11,4673,2,546191065.0,123,113,180,1,4,92,0,81,40,73,15,0,9,8,0,0,0,0,0,0,1,0,0,0,0
592,1,2022,3,3,1856,3,229473310.0,29,40,31,1,1,124,1,95,36,37,35,0,10,28,0,0,0,0,0,0,0,0,0,1,0
593,1,2022,3,3,200,2,202677468.0,12,4,0,0,0,72,1,64,76,44,70,9,12,4,0,0,0,0,0,0,0,0,1,0,0
594,2,2022,2,1,911,2,208166039.0,45,0,99,1,1,135,0,78,55,57,4,0,10,8,1,0,0,0,0,0,0,0,0,0,0
595,1,2004,5,4,2954,2,527033089.0,18,82,0,0,5,95,1,81,56,70,4,0,5,24,0,1,0,0,0,0,0,0,0,0,0
596,2,2022,3,3,461,0,94616487.0,7,11,13,0,0,71,0,59,70,74,56,0,11,40,0,0,0,1,0,0,0,0,0,0,0
597,1,2021,4,30,2844,2,394030335.0,29,2,35,1,0,180,0,80,71,68,6,0,10,37,0,1,0,0,0,0,0,0,0,0,0
598,1,2022,2,18,2939,0,193443895.0,42,0,24,0,0,150,0,65,11,58,0,0,12,9,0,0,0,0,0,0,1,0,0,0,0
599,1,2022,2,18,695,11,299648208.0,16,41,13,1,1,189,1,55,86,44,40,0,7,4,0,0,0,0,0,0,0,0,0,0,1
600,1,2022,2,18,866,16,319757142.0,27,84,32,7,11,140,1,59,73,45,44,0,34,3,0,0,0,0,0,0,0,0,0,1,0
601,2,2022,2,25,1729,0,153240879.0,26,1,19,0,0,104,0,80,24,65,2,0,9,4,0,0,0,0,1,0,0,0,0,0,0
602,1,2021,9,3,2005,0,346127840.0,16,5,43,0,7,129,1,42,33,44,62,0,8,6,0,0,1,0,0,0,0,0,0,0,0
603,1,2020,2,29,1188,0,312622938.0,13,1,15,0,1,94,0,76,81,80,20,0,25,4,0,0,0,1,0,0,0,0,0,0,0
604,1,2018,3,16,3659,0,1200808494.0,11,10,267,0,7,146,0,59,23,46,66,0,15,6,1,0,0,0,0,0,0,0,0,0,0
605,1,2020,3,27,9833,0,797196073.0,233,82,531,1,1,103,0,69,90,88,5,0,29,8,0,0,0,0,0,0,0,0,1,0,0
606,1,2013,1,1,50887,34,1970673297.0,315,160,6284,1,46,124,1,53,66,78,0,0,16,5,0,0,0,0,1,0,0,0,0,0,0
607,1,2021,5,21,3257,0,665765558.0,10,0,70,0,0,164,0,70,71,58,24,0,7,13,0,1,0,0,0,0,0,0,0,0,0
608,1,2021,9,10,1473,0,263779030.0,2,0,12,0,10,138,1,69,35,57,12,0,10,9,0,0,0,0,1,0,0,0,0,0,0
609,1,2020,10,8,2226,0,339473453.0,36,2,11,0,14,126,0,67,37,46,13,0,10,39,1,0,0,0,0,0,0,0,0,0,0
610,2,2017,2,22,23375,21,2204080728.0,336,188,2692,3,30,103,0,61,47,65,3,0,17,4,0,0,1,0,0,0,0,0,0,0,0
611,2,2016,5,31,28032,0,2591224264.0,315,159,2179,0,44,95,1,75,64,52,41,0,11,3,0,0,0,0,0,0,0,0,0,0,1
612,1,2022,2,22,290,0,135444283.0,9,66,10,0,0,200,0,39,28,77,4,0,6,29,0,0,1,0,0,0,0,0,0,0,0
613,2,2019,6,28,2605,0,236872197.0,15,48,50,0,3,98,0,68,33,43,38,0,36,14,0,0,0,0,0,0,0,0,1,0,0
614,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12,107,1,91,32,56,3,0,11,10,0,0,0,0,0,0,0,0,0,0,1
615,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0,92,1,45,27,67,32,0,13,14,0,0,0,0,0,0,0,0,0,0,1
616,2,2022,3,25,2697,1,349746291.0,55,3,32,0,0,90,1,81,59,83,9,0,11,5,0,0,0,0,0,0,0,0,0,1,0
617,1,2022,3,31,2092,0,255120451.0,75,11,44,0,14,147,1,60,58,69,2,0,58,4,0,0,0,0,0,0,0,1,0,0,0
618,1,2022,4,1,1185,0,190981339.0,21,0,31,0,0,143,1,68,41,55,16,0,10,12,0,0,0,1,0,0,0,0,0,0,0
619,1,2015,1,11,11985,0,924193303.0,79,80,250,3,10,101,0,76,63,71,3,0,10,3,0,0,0,0,0,1,0,0,0,0,0
620,1,2022,4,5,753,8,305771063.0,28,124,13,0,1,118,0,70,54,71,0,0,33,4,0,0,0,1,0,0,0,0,0,0,0
621,3,2022,3,18,2995,0,273005485.0,49,17,30,0,0,98,0,83,63,74,14,0,16,6,0,0,0,0,0,0,0,0,0,1,0
622,1,2022,4,6,225,0,89566512.0,11,0,7,0,0,138,0,72,22,46,24,0,9,6,0,0,0,1,0,0,0,0,0,0,0
623,1,2015,1,1,9243,0,677389855.0,155,5,577,0,6,114,0,59,30,62,1,0,8,4,0,0,0,0,0,0,0,1,0,0,0
624,2,2022,4,7,918,0,75476209.0,24,0,52,0,0,180,0,63,45,64,34,0,9,8,0,0,0,0,0,0,0,0,0,1,0
625,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10,145,1,56,41,57,1,0,13,3,0,0,1,0,0,0,0,0,0,0,0
626,3,2022,1,30,540,4,187772591.0,26,3,39,0,0,115,0,78,63,64,1,0,7,4,0,0,0,0,0,0,0,0,0,0,1
627,3,2022,3,31,859,0,178512385.0,14,0,11,0,0,82,1,79,48,84,13,0,21,23,0,1,0,0,0,0,0,0,0,0,0
628,1,2022,4,8,1116,0,101780047.0,31,9,15,0,1,166,1,70,22,61,2,0,10,34,0,0,0,0,1,0,0,0,0,0,0
629,1,2022,4,8,686,2,146363130.0,11,6,12,0,15,108,1,71,55,44,74,0,11,6,0,0,0,0,0,0,0,0,1,0,0
630,1,2022,3,25,226,0,126443991.0,5,0,4,0,1,84,0,71,63,45,45,0,11,3,0,0,0,0,0,0,1,0,0,0,0
631,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1,95,0,69,90,91,6,0,35,4,0,0,0,0,0,1,0,0,0,0,0
632,4,2022,3,17,870,0,176290831.0,32,0,49,0,0,135,0,93,77,45,25,0,13,27,0,0,0,0,0,1,0,0,0,0,0
633,1,2019,12,13,7556,0,1023187129.0,124,24,254,0,8,110,1,57,6,27,84,0,9,3,0,0,0,0,0,0,1,0,0,0,0
634,2,1996,11,24,1370,0,106933107.0,46,8,60,0,0,88,1,89,59,64,5,0,19,7,0,0,0,0,0,0,0,0,0,1,0
635,1,2022,3,30,315,2,139193812.0,27,2,31,0,0,119,0,87,28,50,12,0,10,10,0,0,0,1,0,0,0,0,0,0,0
636,1,2022,3,18,651,0,212234990.0,6,188,20,0,0,120,1,58,71,80,15,0,7,41,0,0,0,1,0,0,0,0,0,0,0
637,1,2016,9,23,12382,0,1714490998.0,229,57,1370,2,71,122,1,86,97,80,36,0,9,6,0,0,0,0,1,0,0,0,0,0,0
638,2,2022,3,18,625,0,197643795.0,10,2,13,0,1,98,1,78,83,75,41,0,27,8,0,0,0,0,0,0,0,1,0,0,0
639,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2,140,0,45,25,84,21,0,13,6,0,0,0,0,0,0,1,0,0,0,0
640,3,2013,1,1,52898,0,933815613.0,203,1,8215,0,0,116,0,79,87,81,4,0,10,4,0,0,0,0,0,0,0,0,1,0,0
641,1,2021,6,25,3436,0,499710590.0,32,6,46,0,1,124,1,86,62,49,51,0,35,21,0,0,0,0,0,1,0,0,0,0,0
642,6,2022,2,25,918,0,120847157.0,34,39,30,0,0,105,0,91,73,72,13,0,9,15,1,0,0,0,0,0,0,0,0,0,0
643,1,2022,4,5,181,0,53909146.0,16,14,7,0,0,118,1,68,24,58,44,0,6,3,0,0,0,0,0,0,0,0,0,0,1
644,1,2014,6,20,18778,3,2236667932.0,228,105,2453,0,84,108,1,61,20,38,61,0,10,5,0,0,0,0,0,0,1,0,0,0,0
645,1,2015,11,9,22730,5,2123309722.0,289,87,2430,0,36,100,1,61,53,38,84,0,28,44,0,0,0,0,0,0,1,0,0,0,0
646,1,2022,5,13,5542,0,301242089.0,52,16,65,0,206,140,0,81,39,66,38,0,12,14,0,0,0,0,0,1,0,0,0,0,0
647,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,0,84,72,74,10,0,34,7,0,1,0,0,0,0,0,0,0,0,0
648,3,2022,5,13,4627,0,237351106.0,38,13,32,0,0,101,0,78,40,74,36,0,17,27,0,0,0,1,0,0,0,0,0,0,0
649,1,2022,5,6,2229,0,461558540.0,27,44,24,0,5,78,1,56,61,90,36,0,18,31,0,0,0,0,0,0,0,1,0,0,0
650,1,2022,5,13,2575,0,156898322.0,4,5,12,0,51,87,1,52,32,83,24,0,17,43,0,0,0,0,0,0,0,0,0,0,1
651,2,2022,5,13,3107,0,127309180.0,4,0,22,0,0,153,0,55,50,78,19,0,11,35,0,1,0,0,0,0,0,0,0,0,0
652,1,2022,5,13,3486,0,173702135.0,20,10,33,0,0,96,0,85,41,43,39,0,12,21,0,1,0,0,0,0,0,0,0,0,0
653,1,2022,5,6,1443,0,305650299.0,9,11,22,1,0,85,1,71,43,65,23,0,9,5,0,1,0,0,0,0,0,0,0,0,0
654,2,2022,5,13,3028,0,123216717.0,22,0,23,0,0,140,0,92,78,57,46,0,14,9,0,0,0,1,0,0,0,0,0,0,0
655,2,2022,5,6,1796,8,479655659.0,8,25,18,1,0,196,0,66,58,79,23,0,22,20,0,0,1,0,0,0,0,0,0,0,0
656,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1,134,1,78,51,43,69,0,14,9,0,0,0,0,0,0,0,0,0,1,0
657,2,2022,5,6,1195,0,344055883.0,8,30,13,1,1,103,0,80,45,62,76,0,10,38,0,0,0,1,0,0,0,0,0,0,0
658,1,2022,5,6,892,3,338422004.0,10,24,11,0,0,130,1,82,50,67,12,0,13,5,0,0,0,1,0,0,0,0,0,0,0
659,2,2022,5,13,1635,0,68895644.0,4,1,6,0,0,108,1,65,52,69,31,0,8,36,0,0,1,0,0,0,0,0,0,0,0
660,3,2022,5,13,2291,0,86176890.0,9,0,8,0,0,123,1,61,66,71,53,0,32,46,0,0,0,0,0,0,0,0,0,0,1
661,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0,152,1,84,74,69,21,0,18,6,0,0,1,0,0,0,0,0,0,0,0
662,2,2022,5,6,1681,7,319546754.0,10,30,13,0,33,108,1,78,55,60,59,0,7,4,0,0,0,0,1,0,0,0,0,0,0
663,1,2022,5,13,1480,0,61739839.0,1,0,5,0,0,72,0,56,56,47,76,0,8,36,0,1,0,0,0,0,0,0,0,0,0
664,1,2022,5,6,829,0,283359161.0,4,15,10,0,0,121,0,86,67,65,42,0,35,7,0,0,0,0,0,0,0,0,1,0,0
665,3,2022,5,13,2308,0,76831876.0,7,0,7,0,0,138,0,57,71,82,19,0,15,29,0,0,0,0,0,1,0,0,0,0,0
666,1,2022,5,6,1004,1,283332261.0,8,12,9,0,0,188,0,50,41,50,69,0,12,6,0,0,0,0,0,0,0,1,0,0,0
667,2,2022,2,14,1367,0,307752576.0,48,4,34,1,0,110,1,80,26,85,23,0,11,21,0,0,0,1,0,0,0,0,0,0,0
668,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0,105,1,81,77,79,19,0,47,8,0,0,0,0,0,0,0,0,0,0,1
669,1,2022,5,6,1209,0,212351890.0,9,7,14,0,1,118,1,63,60,70,5,0,9,31,0,0,0,0,0,0,0,0,0,0,1
670,2,2019,5,31,9539,15,1304313953.0,162,116,355,7,0,176,1,61,24,62,60,0,24,31,0,0,0,0,1,0,0,0,0,0,0
671,1,2022,5,6,1992,0,150500965.0,35,0,3,0,0,158,1,83,41,65,0,10,11,8,0,0,1,0,0,0,0,0,0,0,0
672,1,2022,5,6,897,0,246127838.0,6,20,8,0,0,115,0,85,72,58,9,0,49,12,0,0,0,1,0,0,0,0,0,0,0
673,1,2016,1,15,2948,0,582863434.0,10,2,150,0,0,110,0,51,48,82,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0
674,2,2022,5,13,1860,0,58687425.0,1,0,3,0,0,174,1,73,26,54,30,0,34,32,1,0,0,0,0,0,0,0,0,0,0
675,2,2022,4,29,802,0,212109195.0,16,81,23,0,0,130,1,91,91,96,3,0,3,9,0,0,0,0,0,0,1,0,0,0,0
676,1,2022,4,29,2224,8,382199619.0,48,40,87,1,210,78,1,36,30,54,34,0,14,5,0,1,0,0,0,0,0,0,0,0,0
677,1,2022,5,13,1103,0,41210087.0,0,0,0,0,0,104,1,44,74,42,88,0,9,9,0,0,0,0,0,0,0,0,0,1,0
678,1,2022,5,13,2265,0,231657891.0,93,12,173,11,3,121,1,64,80,88,0,0,12,6,0,0,0,0,0,0,0,0,0,1,0
679,1,2022,3,10,555,0,53729194.0,10,4,4,0,0,105,1,83,32,82,14,0,12,4,0,0,0,0,1,0,0,0,0,0,0
680,1,2022,4,22,2050,0,244741137.0,52,9,46,0,1,81,1,38,20,66,9,0,9,8,0,0,0,0,0,0,0,0,0,1,0
681,1,2022,5,13,1493,0,42485571.0,2,0,10,0,0,170,0,37,14,24,80,0,11,4,0,0,0,1,0,0,0,0,0,0,0
682,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0,78,1,43,60,38,76,1,48,38,0,0,0,0,0,0,0,0,0,1,0
683,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0,125,1,88,28,66,6,0,13,31,0,0,0,0,0,0,0,0,0,0,1
684,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0,92,0,66,29,65,23,0,8,7,0,0,0,0,0,0,1,0,0,0,0
685,1,2022,4,22,710,4,160035717.0,16,11,18,0,0,140,0,84,61,42,31,0,9,9,0,0,1,0,0,0,0,0,0,0,0
686,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0,118,0,66,83,43,84,0,19,19,0,0,0,0,0,0,0,1,0,0,0
687,2,2022,2,6,349,6,284249832.0,10,22,3,0,0,92,0,71,67,60,7,0,6,4,0,0,1,0,0,0,0,0,0,0,0
688,2,2022,5,13,1890,0,33381454.0,3,0,2,0,0,140,0,49,50,37,87,0,11,35,0,0,0,0,0,0,0,0,0,0,1
689,2,2022,4,1,1308,2,184622518.0,23,16,9,0,5,174,1,68,45,71,18,0,11,25,0,0,0,1,0,0,0,0,0,0,0
690,2,2022,1,26,4531,0,300983101.0,135,74,119,1,18,127,1,77,53,78,19,0,29,4,0,1,0,0,0,0,0,0,0,0,0
691,2,2022,5,6,1657,0,121077868.0,15,3,3,0,0,96,1,71,37,52,62,0,11,36,0,0,1,0,0,0,0,0,0,0,0
692,2,2022,4,29,1351,0,106919680.0,26,1,17,0,0,150,0,82,82,66,13,0,11,6,0,0,0,0,0,0,0,0,0,0,1
693,1,2022,4,13,608,0,136996305.0,5,29,14,0,0,100,1,87,46,60,1,0,13,16,0,0,0,0,0,0,0,0,1,0,0
694,1,2021,12,24,1211,0,65719930.0,31,0,19,0,2,105,0,73,59,81,13,0,9,6,0,0,0,1,0,0,0,0,0,0,0
695,1,2022,5,2,629,0,229497852.0,18,75,9,0,0,104,1,86,43,62,5,0,13,14,0,0,0,0,0,0,0,0,0,1,0
696,1,2022,3,23,1301,0,185550869.0,23,1,15,0,0,154,1,54,45,79,1,0,17,5,0,0,0,0,0,0,0,0,0,0,1
697,1,2022,2,22,1329,0,54682594.0,42,51,32,0,0,80,1,47,33,83,18,0,10,5,0,0,1,0,0,0,0,0,0,0,0
698,2,2022,4,24,343,2,240580042.0,4,35,11,1,1,150,1,53,14,43,64,0,13,3,0,0,0,0,0,1,0,0,0,0,0
699,1,1998,3,31,13101,9,1284942608.0,137,5,582,0,0,156,0,32,49,72,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0
700,1,2022,5,8,2939,0,71423324.0,29,0,30,0,0,98,0,76,79,81,18,0,6,34,0,0,0,0,0,0,0,0,0,0,1
701,1,2019,11,7,407,1,244891912.0,5,0,5,0,0,92,1,58,27,36,86,0,9,3,0,0,0,0,0,0,0,0,0,1,0
702,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2,144,1,47,7,50,32,0,7,4,0,0,0,0,0,0,1,0,0,0,0
703,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1,150,1,37,27,56,8,0,13,3,0,0,0,0,0,0,1,0,0,0,0
704,1,2021,8,9,801,0,184826429.0,42,9,24,1,1,138,1,70,31,44,84,0,9,39,0,0,0,0,0,1,0,0,0,0,0
705,1,2022,6,10,829,0,302006641.0,32,110,26,0,0,172,1,56,68,89,4,0,33,19,0,0,0,1,0,0,0,0,0,0,0
706,1,2022,6,10,736,0,330881149.0,5,132,17,0,3,77,1,72,70,82,2,0,4,17,0,0,0,0,0,0,0,0,0,0,1
707,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1,107,1,72,36,72,26,6,11,4,0,0,1,0,0,0,0,0,0,0,0
708,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0,114,1,51,39,29,90,0,10,4,0,0,0,0,1,0,0,0,0,0,0
709,1,2022,6,10,327,0,114546317.0,5,40,12,0,0,117,1,63,29,51,43,0,25,4,0,0,0,0,1,0,0,0,0,0,0
710,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17,160,0,80,74,60,8,0,14,26,0,0,0,0,0,0,0,0,0,0,1
711,4,2022,6,10,2313,0,136676504.0,34,0,29,0,0,120,1,88,15,56,1,0,8,6,0,0,0,0,0,0,0,0,0,1,0
712,3,2022,5,27,3983,0,190625045.0,73,45,119,0,0,100,0,82,76,70,16,0,8,5,0,0,1,0,0,0,0,0,0,0,0
713,1,2022,6,10,279,0,79095270.0,0,18,6,0,0,158,0,60,68,84,4,0,24,11,0,0,0,0,0,0,0,0,0,0,1
714,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0,142,1,56,40,54,72,0,10,4,0,0,0,0,0,1,0,0,0,0,0
715,4,2022,5,20,3559,3,333146475.0,36,1,31,0,1,170,0,80,77,85,11,0,17,14,1,0,0,0,0,0,0,0,0,0,0
716,2,2022,5,27,2129,0,194902696.0,23,1,44,1,0,84,0,71,39,86,2,0,51,25,0,0,0,0,0,0,0,1,0,0,0
717,1,1982,1,1,5328,0,195918494.0,54,76,900,0,0,151,1,73,88,67,20,0,32,5,0,0,0,0,0,0,0,0,0,1,0
718,2,2022,6,8,1401,0,248511839.0,26,16,17,0,1,128,0,82,42,75,6,0,63,6,0,0,0,1,0,0,0,0,0,0,0
719,1,2022,5,20,1933,0,233671263.0,13,2,31,0,0,118,1,56,20,54,67,0,6,5,0,0,0,0,0,0,0,0,0,1,0
720,1,2022,5,20,1986,0,199587884.0,7,1,15,0,0,183,1,65,88,72,36,14,20,3,0,0,0,0,0,0,0,1,0,0,0
721,1,2022,6,9,1057,0,91781263.0,51,14,19,0,0,83,0,63,29,62,4,0,18,4,0,0,0,0,0,1,0,0,0,0,0
722,2,2022,2,18,5115,13,383835984.0,109,38,301,1,33,122,1,85,42,80,6,0,17,14,0,0,0,1,0,0,0,0,0,0,0
723,1,2022,5,20,2094,1,236060709.0,8,1,18,0,0,165,1,72,90,48,32,0,18,23,1,0,0,0,0,0,0,0,0,0,0
724,1,2022,5,20,2171,0,189236868.0,18,1,28,0,0,106,0,83,90,64,35,5,9,4,1,0,0,0,0,0,0,0,0,0,0
725,2,2022,5,25,896,0,160845341.0,19,0,15,0,0,77,1,81,68,58,83,0,11,34,0,0,1,0,0,0,0,0,0,0,0
726,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114,91,1,57,30,89,10,0,33,8,0,0,0,0,0,0,0,0,0,0,1
727,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105,148,1,51,21,63,5,0,41,3,0,0,0,0,0,0,0,0,0,1,0
728,1,2022,5,20,1900,1,187703102.0,15,1,23,0,0,114,0,71,90,81,31,2,13,3,0,0,0,0,0,0,1,0,0,0,0
729,2,2022,6,2,896,0,138334433.0,0,0,2,0,0,92,1,83,56,82,10,0,9,5,0,0,0,0,0,0,0,0,1,0,0
730,1,2016,11,10,8775,0,445590495.0,33,60,107,1,0,118,1,56,25,45,1,3,7,3,0,0,0,0,0,0,0,1,0,0,0
731,3,2022,3,18,5290,0,286739476.0,139,73,142,0,5,123,0,60,46,71,3,0,16,4,0,0,0,0,0,0,1,0,0,0,0
732,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1,89,1,52,28,48,54,1,19,3,0,0,0,0,0,1,0,0,0,0,0
733,1,2022,6,2,584,8,157136970.0,12,1,8,0,1,110,0,81,61,93,49,0,12,11,0,0,0,0,0,0,0,1,0,0,0
734,1,2021,5,15,246,4,183273246.0,4,106,0,0,7,90,0,68,54,76,21,0,11,20,0,0,1,0,0,0,0,0,0,0,0
735,1,2022,5,13,514,0,164856284.0,5,36,1,0,0,154,0,70,97,62,47,0,10,4,0,0,0,0,0,0,0,0,1,0,0
736,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0,105,0,54,59,83,0,44,20,4,0,0,0,0,0,0,1,0,0,0,0
737,1,2022,6,21,9724,0,354614964.0,222,61,259,14,2,115,0,70,87,88,4,0,26,8,0,0,0,1,0,0,0,0,0,0,0
738,5,2022,6,16,2341,0,279717388.0,37,2,38,2,0,110,1,91,59,82,8,0,6,8,0,0,0,1,0,0,0,0,0,0,0
739,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11,125,0,51,5,68,12,2,15,6,0,0,0,0,0,0,1,0,0,0,0
740,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1,102,1,73,62,75,0,0,34,8,0,0,0,1,0,0,0,0,0,0,0
741,1,2022,2,6,795,11,263280370.0,26,18,15,1,4,120,0,81,72,65,4,0,14,4,0,0,0,0,0,0,0,0,0,0,1
742,1,2022,6,24,571,0,213505179.0,19,21,14,0,2,97,1,80,36,86,4,0,3,5,0,0,0,0,1,0,0,0,0,0,0
743,2,2022,3,24,832,3,130419412.0,18,124,24,1,0,140,0,44,41,92,0,0,44,7,0,0,0,0,0,0,0,1,0,0,0
744,1,2022,7,1,565,0,155795783.0,6,52,11,0,0,97,1,78,31,72,1,0,11,4,0,0,0,0,1,0,0,0,0,0,0
745,1,1987,1,1,41231,1,1553497987.0,228,151,6720,3,99,125,1,45,67,90,9,11,10,5,0,0,0,0,0,0,0,0,1,0,0
746,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128,88,0,80,55,56,13,0,8,9,0,0,0,0,0,1,0,0,0,0,0
747,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2,137,0,88,8,49,9,0,9,14,0,1,0,0,0,0,0,0,0,0,0
748,3,2022,7,1,1601,0,85924992.0,11,0,2,0,0,157,1,88,52,69,0,0,8,23,1,0,0,0,0,0,0,0,0,0,0
749,3,2022,6,3,894,4,176103902.0,28,0,54,0,0,130,1,95,83,57,54,0,10,25,0,0,0,0,0,0,0,0,1,0,0
750,3,2022,7,6,945,0,121189256.0,49,3,57,0,0,90,1,85,80,83,10,0,8,11,0,0,0,1,0,0,0,0,0,0,0
751,1,2022,6,24,767,0,131746175.0,25,0,22,0,0,183,0,44,44,67,7,0,12,13,0,0,0,0,0,0,0,0,0,0,1
752,1,2022,5,2,5898,5,244790012.0,129,55,128,0,101,128,1,58,68,91,2,0,27,11,0,0,0,1,0,0,0,0,0,0,0
753,3,2022,6,10,685,2,129314708.0,17,0,24,0,30,130,0,71,78,40,46,0,7,45,0,0,0,0,0,1,0,0,0,0,0
754,1,2022,8,4,1452,35,331511413.0,16,15,20,0,0,126,1,63,56,43,24,0,12,23,0,0,0,1,0,0,0,0,0,0,0
755,3,2022,8,5,2107,0,170732845.0,51,1,50,0,0,130,0,72,18,46,7,0,28,8,0,0,0,0,0,0,1,0,0,0,0
756,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0,172,0,74,46,58,15,0,13,8,0,0,0,0,0,0,0,0,0,0,1
757,1,2022,7,20,625,4,185236961.0,13,18,12,0,0,103,1,61,38,62,14,0,23,40,0,0,0,0,0,0,0,0,0,0,1
758,1,2022,7,29,2688,0,171788484.0,39,47,36,0,0,122,0,55,46,64,0,0,17,10,0,1,0,0,0,0,0,0,0,0,0
759,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141,130,1,47,56,90,0,0,10,4,0,0,1,0,0,0,0,0,0,0,0
760,1,2022,8,1,799,12,264717480.0,14,141,9,0,1,105,0,81,70,65,24,0,8,4,0,1,0,0,0,0,0,0,0,0,0
761,1,2022,3,11,1189,6,244928911.0,17,10,16,0,4,120,1,90,73,51,39,0,9,6,0,0,0,0,0,0,0,1,0,0,0
762,1,2022,7,12,367,0,97610446.0,28,67,195,0,0,145,1,56,43,53,24,0,12,4,0,0,0,0,0,0,0,0,0,1,0
763,2,2022,7,22,527,4,287278853.0,10,43,3,1,0,99,0,79,64,59,28,0,11,14,0,0,0,0,0,0,0,0,0,1,0
764,1,2008,1,1,17504,34,887906111.0,63,39,1315,0,2,88,0,79,66,65,5,0,25,14,0,1,0,0,0,0,0,0,0,0,0
